organization;top 3 repo;stars_count;languages;ros_repos;name_parts
asimovo-platform;['docs', 'wetty', '.github', 'metering-client', 'HIL-husarion-rosbot'];1;['HCL', 'Nix', 'CMake', 'Dockerfile', 'C++', 'C', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Just', 'Makefile', 'Python', 'Shell', 'Go', 'Smarty', 'Batchfile', 'SCSS', 'Jupyter Notebook', 'Procfile', 'CSS'];['synapse_ros'];['docs', 'wetty', '.github', 'metering', 'client', 'HIL', 'husarion', 'rosbot', 'b3rb', 'simulator', 'dream', 'world', 'synapse', 'msgs', 'synapse', 'ros', 'synapse', 'protobuf', 'synapse', 'tinyframe', 'electrode', 'cerebri', 'nxp', 'cup', 'vision', 'k3s', 'openmeter', 'stella', 'arm', 'moveit', 'flannel']
atlasroboticsinc;['studio'];0;['TypeScript', 'Nearley', 'JavaScript', 'Dockerfile', 'CSS'];[];['studio']
AUBORobotics;[];0;[];[];[]
AuroAi;['carla_apollo_bridge', 'apollo_ros_bridge', 'learning-to-drive', 'auro_lidar', 'apollo'];302;['MATLAB', 'Cuda', 'CMake', 'EmberScript', 'Dockerfile', 'GDB', 'C++', 'C', 'ShaderLab', 'C#', 'HTML', 'JavaScript', 'QMake', 'Makefile', 'Python', 'Shell', 'Java', 'Smarty', 'Batchfile', 'SourcePawn', 'Prolog', 'GLSL', 'PHP', 'Assembly', 'CSS'];['ros_dcdc_usb', 'ros-system-monitor', 'ros_canopen', 'docker-ros-gpu-base', 'apollo_ros_bridge'];['auro', 'lidar', 'but', 'velodyne', 'Autoware', 'velodyne', 'pointgrey', 'camera', 'driver', 'vectornav', 'velodyne', 'puck', 'rospack', 'rqt', 'dep', 'ackermann', 'drive', 'teleop', 'ros', 'dcdc', 'usb', 'ros', 'system', 'monitor', 'simulator', 'art', 'ros', 'canopen', 'rviz', 'satellite', 'Air', 'Sim', 'docker', 'ros', 'gpu', 'base', 'Lanelet2', 'scenario', 'runner', 'apollo', 'ros', 'bridge', 'spconv', 'carla', 'ue4', 'docker', 'apollo', 'deepo', 'docker', 'pytorch', 'docker', 'tensorflow', 'carla', 'apollo', 'bridge', 'learning', 'to', 'drive']
Auterion;['Flight_Control_Prototyping_Scripts', 'system_monitor_ros', 'ecl_ekf_analysis', 'mavlink-testing-suite', 'mavlink'];93;['MATLAB', 'Rust', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'GDB', 'C', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'QMake', 'Pascal', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'M4', 'Objective-C++', 'Roff', 'Batchfile', 'Objective-C', 'QML', 'NSIS', 'Assembly', 'CSS'];['system_monitor_ros', 'struct_core_ros'];['Bootloader', 'snap', 'gstreamer', 'mavlink', 'router', 'rules', 'protobuf', 'mavlink', 'c', 'library', 'v2', 'Flight', 'Control', 'Prototyping', 'Scripts', 'rfcs', 'mv', 'bluefox2', 'camera', 'vio', 'utils', 'VINS', 'Mono', 'px4', 'ulog', 'rs', 'system', 'monitor', 'ros', 'mavlink', 'testing', 'suite', 'ecl', 'ekf', 'analysis', 'Plot', 'Juggler', 'thrust', 'bench', 'data', 'struct', 'core', 'ros', 'containers', 'rviz', 'textured', 'quads', 'rosbag', 'player', 'struct', 'core', 'identification', 'qgroundcontrol', 'v4l2rtspserver', 'android', 'openssl', 'breakpad', 'libuavcan', 'aws', 's3', 'proxy', 'undocker', 'checkout']
autocore-ai;['MapToolbox', 'AutowareAuto', 'autocore_pcu_doc', 'SDV', 'AutowareArchitectureProposal.proj'];369;['Python', 'Objective-C', 'Shell', 'Rust', 'Cuda', 'C#', 'CSS', 'HTML', 'Jupyter Notebook', 'JavaScript', 'CMake', 'Dockerfile', 'Batchfile', 'C++', 'Assembly', 'C'];[];['Map', 'Toolbox', 'autocore', 'pcu', 'doc', 'pcu', 'mcu', 'hal', 'sim', 'vehicle', 'model', 'sim', 'vehicle', 'control', 'sim', 'sensor', 'sim', 'scene', 'sim', 'autoware', 'io', 'Autoware', 'Architecture', 'Proposal.proj', 'ats', 'img', 'env', 'ats', 'img', 'exe', 'ATS', 'ats', 'report', 'ats', 'script', 'SDV', 'ats', 'img', 'ros1', 'ats', 'img', 'data', 'sdv', 'platform', 'doc', 'Cloud', 'Viewer', 'RSU', 'ats', 'img', 'src', 'Autoware', 'Architecture', 'Proposal.iv', 'autoware', 'launcher.ac.universe', 'sensor', 'description.ac.universe', 'zenoh', 'zenoh', 'plugin', 'dds', 'cyclors', 'Autoware', 'Auto', 'autocore', 'rosdep', 'yaml', 'scenario', 'simulator', 'v2']
astuff;['kvaser_interface', 'astuff_sensor_msgs', 'pacmod2', 'pacmod3', 'automotive_autonomy_msgs'];292;['Python', 'Shell', 'MATLAB', 'Java', 'Cuda', 'M4', 'CSS', 'HTML', 'JavaScript', 'CMake', 'Dockerfile', 'QMake', 'C++', 'C', 'Pascal', 'Makefile'];[];['network', 'interface', 'kvaser', 'interface', 'pacmod', 'game', 'control', 'automotive', 'autonomy', 'msgs', 'astuff', 'sensor', 'msgs', 'ssc', 'joystick', 'kvaser', 'deb', 'pacmod2', 'pacmod3', 'astuff_sensor_msgs', 'release', 'network_interface', 'release', 'pacmod', 'release', 'pacmod_game_control', 'release', 'ibeo', 'core', 'ibeo', 'lux', 'ibeo', 'scala', 'ibeo_core', 'release', 'ibeo_lux', 'release', 'automotive_autonomy_msgs', 'release', 'pacmod3', 'release', 'docker', 'builds', 'flir', 'boson', 'usb', 'flir_boson_usb', 'release', 'pacmod1', '2', 'dbc', 'pacmod', 'dbc', 'novatel', 'gps', 'driver', 'ml', 'classifiers', 'ml_classifiers', 'release', 'autoware', 'kvaser', 'linuxcan']
autowarefoundation;['autoware', 'autoware.universe', 'autoware_ai_perception', 'autoware_core_universe_prototype', 'autoware_ai_planning'];11695;['Python', 'Shell', 'Cuda', 'HCL', 'C#', 'C', 'CSS', 'Jinja', 'Jupyter Notebook', 'CMake', 'Dockerfile', 'QMake', 'PureBasic', 'C++', 'ShaderLab', 'Makefile'];['ansys-vrxperience-ros2', 'ansys-vrxperience-ros2-release', 'ros2_socketcan'];['autoware', 'autocore', 'sim', 'autoware', 'ai', 'documentation', 'autoware', 'ai', 'messages', 'autoware', 'ai', 'common', 'autoware', 'ai', 'drivers', 'autoware', 'ai', 'perception', 'autoware', 'ai', 'visualization', 'autoware', 'ai', 'utilities', 'autoware', 'ai', 'simulation', 'autoware', 'ai', 'planning', 'autoware', 'ai', 'docker', 'qpoases', 'vendor', 'awf', 'velodyne', 'modelzoo', 'qpoases_vendor', 'release', 'autoware_ai_messages', 'release', 'ansys', 'vrxperience', 'ros2', 'tvm', 'vendor', 'tvm_vendor', 'release', 'ansys', 'vrxperience', 'ros2', 'release', 'acado', 'vendor', 'ros2', 'socketcan', 'ros2_socketcan', 'release', 'autoware.universe', 'autoware.core', 'autoware', 'core', 'universe', 'prototype', 'autoware', 'documentation', 'autoware', 'github', 'actions', 'autoware', 'launch']
avular-robotics;['avular_origin_simulation', 'avular_origin_description', 'example_origin_ros', 'fork-action-automatic-releases', 'fork-fetch-gh-release-asset'];10;['Python', 'Shell', 'TypeScript', 'CMake', 'Dockerfile', 'C++', 'C', 'Makefile'];['sllidar_ros2', 'example_origin_ros', 'example_vertex_ros'];['fork', 'action', 'automatic', 'releases', 'fork', 'fetch', 'gh', 'release', 'asset', 'sllidar', 'ros2', 'septentrio', 'gnss', 'driver', 'cerebra', 'rviz', 'plugins', 'example', 'origin', 'ros', 'avular', 'origin', 'simulation', 'avular', 'origin', 'description', 'user', 'container', 'example', 'vertex', 'ros']
akrobotics;['usb_cam', 'teleop_tools', 'phidgets_drivers', 'rosbag_metadata', 'LMS1xx'];0;['MATLAB', 'Protocol Buffer', 'CMake', 'EmberScript', 'C++', 'C', 'C#', 'TypeScript', 'JavaScript', 'Groovy', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'Batchfile', 'Objective-C', 'GLSL', 'PHP', 'Lua'];['cartographer_ros'];['usb', 'cam', 'teleop', 'tools', 'phidgets', 'drivers', 'rosbag', 'metadata', 'LM', 'S1xx', 'cartographer', 'ros', 'cartographer', 'common', 'msgs', 'navigation', 'sick', 'tim', 'image', 'pipeline', 'rocon', 'devices', 'flatbuffers', 'catkin', 'grpc', 'examples', 'rosjava', 'mvn', 'repo', 'rosjava', 'bootstrap', 'rosjava', 'build', 'tools', 'genjava', 'depth', 'nav', 'tools', 'yujin', 'ocs', 'yocs', 'msgs']
BarrettTechnology;['libbarrett', 'libbarrett_ros', 'burt-csharp-examples', 'barrett-burt-haptics-demo'];35;['Python', 'Shell', 'C#', 'CMake', 'C++', 'C'];['libbarrett_ros'];['libbarrett', 'ros', 'libbarrett', 'barrett', 'burt', 'haptics', 'demo', 'burt', 'csharp', 'examples']
BastianSolutionsRandD;['pcl', 'motoman_experimental', 'ps4-ros', 'serial', 'CANopenNode'];0;['MATLAB', 'Cuda', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'C', 'C#', 'HTML', 'LiveScript', 'Makefile', 'Python', 'Shell', 'Objective-C++', 'Batchfile', 'Objective-C', 'Swift', 'Inno Setup', 'GLSL', 'Lua', 'Starlark'];['ps4-ros', 'ros_driver', 'zivid-ros', 'ros_controllers', 'ros_control_boilerplate'];['pcl', 'motoman', 'experimental', 'ps4', 'ros', 'serial', 'CA', 'Nopen', 'Node', 'sick', 'scan', 'kacanopen', 'easy', 'handeye', 'canopen', 'stack', 'nanopb', 'fanuc', 'experimental', 'moveit', 'ci', 'solidworks', 'urdf', 'exporter', 'ros', 'driver', 'motoman', 'zivid', 'ros', 'ueye', 'cam', 'abb', 'experimental', 'abb', 'ros', 'controllers', 'mutable', 'robot', 'state', 'publisher', 'persistent', 'topics', 'fanuc', 'industrial', 'core', 'cartographer', 'fake', 'joint', 'ros', 'control', 'boilerplate', 'moveit', 'sim', 'controller', 'easy', 'manipulation', 'deployment', 'easy', 'perception', 'deployment']
BeagleSystems;['GstreamerPipelineFactory', 'ardupilot', 'InertialNav', 'MissionPlanner', 'flight_review'];2;['MATLAB', 'Smalltalk', 'CMake', 'Dockerfile', 'EmberScript', 'PowerShell', 'C++', 'C', 'Ada', 'C#', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'QMake', 'Emacs Lisp', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'Roff', 'PureBasic', 'Ragel', 'OpenEdge ABL', 'Batchfile', 'XSLT', 'Svelte', 'Swift', 'SCSS', 'Jupyter Notebook', 'Nearley', 'Qt Script', 'PHP', 'Lua', 'Perl', 'Assembly', 'CSS'];['installROS', 'installROSFoxyOnUbuntu1804', 'micro_ros_setup', 'micro-ROS-Agent', 'px4_ros_com', 'ros_comm'];['ardupilot', 'Inertial', 'Nav', 'Mission', 'Planner', 'flight', 'review', 'install', 'ROS', 'install', 'ROS', 'Foxy', 'On', 'Ubuntu1804', 'Gstreamer', 'Pipeline', 'Factory', 'micro', 'ros', 'setup', 'telegraf', 'micro', 'ROS', 'Agent', 'install', 'Swapfile', 'build', 'Open', 'CV', 'px4', 'ros', 'com', 'px4', 'msgs', 'nlink', 'parser', 'ros1', 'bridge', 'mavros', 'backup', 'topic', 'tools', 'webviz', 'Plot', 'Juggler', 'MAVSDK', 'Proto', 'ros', 'comm', 'camera', 'information', 'mermaid', 'live', 'editor', 'mavlink', 'gbp', 'release', 'kerberos', 'docker', 'grpc', 'tools', 'Publish', 'Docker', 'Github', 'Action', 'cppfront', 'checkout']
bearrobotics;['bear-career-framework', 'protobuf', 'rules_ros', 'paho.mqtt.cpp', 'ros_msg_parser'];0;['MATLAB', 'Cuda', 'Rust', 'AIDL', 'Rich Text Format', 'CMake', 'Dockerfile', 'EmberScript', 'Dart', 'Pawn', 'PowerShell', 'C++', 'C', 'Elixir', 'Kotlin', 'C#', 'Ruby', 'HTML', 'TeX', 'JavaScript', 'Emacs Lisp', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'Go', 'M4', 'Smarty', 'Objective-C++', 'Euphoria', 'Roff', 'Batchfile', 'Objective-C', 'Prolog', 'Vim Script', 'Swift', 'SCSS', 'PHP', 'Lua', 'Perl', 'Assembly', 'CSS', 'Starlark'];['rules_ros', 'ros_msg_parser', 'catch_ros', 'gazebo_ros_pkgs'];['bear', 'career', 'framework', 'protobuf', 'rules', 'ros', 'paho.mqtt.cpp', 'ros', 'msg', 'parser', 'rules', 'docker', 'geometry', 'behaviortree', 'cpp', 'cppzmq', 'nodelet', 'core', 'bond', 'core', 'catch', 'ros', 'class', 'loader', 'opencv', 'pcl', 'msgs', 'pluginlib', 'poco', 'vision', 'opencv', 'rules', 'boost', 'geometry2', 'laser', 'geometry', 'gazebo', 'ros', 'pkgs', 'navigation', 'msgs', 'liquid', 'dsp', 'yaml', 'cpp', 'nanoflann', 'orocos', 'bayesian', 'filtering', 'qt', 'gui', 'core', 'rqt', 'bag', 'rospy', 'message', 'converter']
BeeX-AS;['uuv_simulator_beex'];0;['Python', 'Shell', 'GLSL', 'CMake', 'C++'];[];['uuv', 'simulator', 'beex']
beta-robots;['robotiq', 'pipol_tracker', 'gocator_3100', 'ur_modern_driver', 'ensenso_nx'];69;['Python', 'Shell', 'Scilab', 'CSS', 'Arduino', 'HTML', 'JavaScript', 'CMake', 'QMake', 'Batchfile', 'C++', 'C'];['btr-ros-pkg', 'ros_img_processor', 'arduino-ros-examples'];['btr', 'libs', 'btr', 'ino', 'btr', 'ros', 'pkg', 'pipol', 'tracker', 'faramotics', 'alkimia', 'door', 'btr', 'point', 'tracker', 'webcam', 'capture', 'gocator', '3100', 'universal', 'robot', 'ros', 'img', 'processor', 'ur', 'modern', 'driver', 'decision', 'making', 'website', 'alkimia', 'arduino', 'alkimia', 'plugins', 'arduino', 'cmake', 'accelerometer', 'adxl335', 'ensenso', 'nx', 'motor', 'controller', 'robotiq', 'website2', 'webcam', 'point', 'features', 'webcam', 'circles', 'futaba', 'S3003', 'arduino', 'ros', 'examples', 'moveit', 'advanced', 'calibration', 'tactilesensors4', 'CoRoSensorUI', '1']
BirdseyeRobotics;['PUBLIC-ros2-adapter-PUBLIC', 'birdseyerobotics_ament_copyright', 'usb_cam'];0;['Python', 'Shell', 'CMake', 'Dockerfile', 'C++'];['PUBLIC-ros2-adapter-PUBLIC'];['PUBLIC', 'ros2', 'adapter', 'PUBLIC', 'birdseyerobotics', 'ament', 'copyright', 'usb', 'cam']
bitcraze;['crazyflie-firmware', 'crazyflie-clients-python', 'crazyradio-firmware', 'crazyflie-android-client', 'lps-node-firmware'];2473;['MATLAB', 'Yacc', 'CMake', 'SWIG', 'Dockerfile', 'C++', 'C', 'C#', 'Ruby', 'HTML', 'TeX', 'JavaScript', 'OpenSCAD', 'Makefile', 'Python', 'Shell', 'Java', 'Batchfile', 'Lex', 'Swift', 'SCSS', 'KiCad Layout', 'Perl', 'Assembly', 'CSS'];['lps-ros'];['crazyflie', 'clients', 'python', 'bitcraze', 'vm', 'crazyradio', 'firmware', 'bitcraze', 'mechanics', 'bitcraze', 'raspberry', 'pi', 'crazyradio', 'electronics', 'crazyflie', 'bootloader', 'crazyflie', 'electronics', 'crazyflie', 'firmware', 'crazyflie', 'android', 'client', 'crazyflie2', 'ios', 'client', 'crazyflie2', 'exp', 'template', 'electronics', 'crazyflie2', 'stm', 'bootloader', 'crazyflie2', 'nrf', 'firmware', 'crazyflie2', 'nrf', 'mbs', 'crazyflie2', 'nrf', 'bootloader', 'crazyflie', 'chrome', 'client', 'kinect', 'detector', 'windows', 'crazyflie', 'vision', 'doc', 'src', 'docker', 'builder', 'crazyflie', 'release', 'crazyflie', 'ar', 'detector', 'docker', 'web', 'builder', 'bitcraze', 'website', 'lps', 'node', 'firmware', 'libdw1000', 'lps', 'ros', 'crazyflie2', 'windows', 'uap', 'client', 'toolbelt']
blackcoffeerobotics;['bcr_bot', 'vector_pursuit_controller', 'emojicloud_plugin', 'gazebo-ros-actor-plugin', 'slim_bridge'];347;['Python', 'Shell', 'GLSL', 'CMake', 'Dockerfile', 'C++'];['EZGripper_ros2', 'gazebo-ros-actor-plugin'];['bcr', 'teleop', 'heightmap', 'generation', 'libezgripper', 'EZ', 'Gripper', 'EZGripper', 'ros2', 'emojicloud', 'plugin', 'slim', 'bridge', 'gazebo', 'ros', 'actor', 'plugin', 'bcr', 'bot', 'ur5e', 'robotiq', '85', 'mtc', 'bcr_bot', 'release', 'bcr_bot_ros2', 'release', 'vector', 'pursuit', 'controller']
blackberry;['Alice', 'WebWorks', 'Ripple-UI', 'Boost', 'NDK-Samples'];2439;['Rust', 'ActionScript', 'IDL', 'Scheme', 'C++', 'C', 'Ada', 'C#', 'Ruby', 'Logos', 'HTML', 'JavaScript', 'QMake', 'R', 'Fortran', 'Emacs Lisp', 'Pascal', 'Makefile', 'Python', 'Shell', 'Java', 'D', 'Graphviz (DOT)', 'Erlang', 'DIGITAL Command Language', 'Tcl', 'Turing', 'XSLT', 'Objective-C', 'Prolog', 'Vim Script', 'PHP', 'AppleScript', 'Lua', 'Perl', 'Assembly', 'CSS'];[];['Web', 'Works', 'WebWorks', 'TabletOS', 'WebWorks', 'API', 'Docs', 'Ripple', 'Framework', 'Ripple', 'UI', 'WebWorks', 'Samples', 'WebWorks', 'Community', 'APIs', 'WebKit', 'Smartphone', 'blackberry.github.com', 'Alice', 'Open', 'AL', 'NDK', 'Samples', 'Box2', 'D', 'Bullet', 'Cocos2D', 'X', 'Lua', 'PCRE', 'SDL', 'Touch', 'Control', 'Overlay', 'Wesnoth', 'Open', 'TTD', 'Dos', 'Box', 'Spider', 'Monkey', 'WebGL', 'Samples', 'ALUT', 'Erlang', 'OTP', 'Couch', 'DB', 'Qt', 'Boost', 'BB10', 'WebWorks', 'Framework']
Blickfeld;['blickfeld-scanner-lib', 'blickfeld-qb2', 'blickfeld_qb2_ros2_driver'];29;['Python', 'Shell', 'C', 'CMake', 'C++', 'Batchfile'];['blickfeld_qb2_ros2_driver'];['blickfeld', 'scanner', 'lib', 'blickfeld', 'qb2', 'blickfeld', 'qb2', 'ros2', 'driver']
blue-ocean-robotics;[];0;[];[];[]
BlueRiverTech;['quanser-openai-driver', 'hil_sdk_linux_x86_64'];16;['Python', 'Cython'];[];['quanser', 'openai', 'driver', 'hil', 'sdk', 'linux', 'x86', '64']
bluerobotics;['BlueESC', 'ardusub', 'BlueRobotics_MS5837_Library', 'companion', 'bluerov-ros-pkg'];645;['MATLAB', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'GDB', 'C', 'C#', 'Ruby', 'HTML', 'JavaScript', 'QMake', 'Emacs Lisp', 'Pascal', 'Makefile', 'Python', 'Shell', 'Liquid', 'Java', 'Objective-C++', 'Roff', 'OpenEdge ABL', 'Processing', 'Batchfile', 'Eagle', 'Objective-C', 'QML', 'SCSS', 'NSIS', 'Lua', 'Perl', 'Assembly', 'CSS'];['bluerov-ros-pkg'];['tgy', 'Solar', 'Surfer', 'Core', 'Solar', 'Surfer', 'API', 'Solar', 'Surfer', 'Commander', 'Solar', 'Surfer', 'Message', 'Solar', 'Surfer', 'Solar', 'Surfer', 'Infographic', 'Blue', 'ESC', 'aquateer', 'bluerobotics.github.io', 'br', 'esc', 'examples', 'Arduino', 'USB', 'Linker', 'bluerov', 'ros', 'pkg', 'Arduino', 'I2C', 'ESC', 'fathom', 's', 'BlueRobotics', 'MS5837', 'Library', 'Bar30', 'Pressure', 'Sensor', 'Celsius', 'Temperature', 'Sensor', 'lumen', 'ardusub', 'qgroundcontrol', 'ardupilot', 'bluerov', 'apm', 'BlueRobotics', 'TSYS01', 'Library', 'SOS', 'Leak', 'Sensor', 'retired', 'ardusub', 'docs', 'companion', 'ping', 'arduino', 'ping', 'python', 'I2C', 'Level', 'Converter', 'ms5837', 'python']
BlueWhaleRobot;['xqserial_server', 'cartographer_ros', 'xiaoqiang_udrf', 'dso_ros', 'nav_test'];155;['Python', 'Shell', 'MATLAB', 'Objective-C', 'Haskell', 'C#', 'M4', 'C', 'GLSL', 'HTML', 'JavaScript', 'CMake', 'EmberScript', 'Lua', 'C++', 'Groovy', 'CSS', 'Makefile'];['dso_ros', 'cartographer_ros', 'rplidar_ros', 'o3d3xx-ros'];['xqserial', 'server', 'system', 'monitor', 'nav', 'test', 'orb', 'init', 'Videos', 'And', 'Photos', 'xiaoqiang', 'udrf', 'startup', 'Path', 'Drawer', 'Sharp', 'Link', 'freenect', 'stack', 'dso', 'ros', 'cartographer', 'ros', 'cartographer', 'ceres', 'solver', 'rplidar', 'ros', 'usb', 'cam', 'turtlebot', 'openslam', 'gmapping', 'slam', 'gmapping', 'laser', 'filters', 'joystick', 'drivers', 'stm32loader', 'turtlebot', 'apps', 'bw', 'motors', 'pose', 'demo', 'navigation', 'o3d3xx', 'ros', 'pose', 'updater', 'c', 'toxcore', 'hector', 'compressed', 'map', 'transport']
bmwgroup;[];0;[];[];[]
Boeing;['config-file-validator', 'cartographer', 'modular_cartographer', 'modular_navigation', 'math6d'];407;['MATLAB', 'Rust', 'BitBake', 'Yacc', 'CMake', 'Dockerfile', 'SmPL', 'C++', 'C', 'UnrealScript', 'HTML', 'Raku', 'JavaScript', 'Fortran', 'Emacs Lisp', 'Makefile', 'Python', 'Shell', 'Awk', 'Go', 'M4', 'Smarty', 'Clojure', 'sed', 'Meson', 'Roff', 'NASL', 'XS', 'Batchfile', 'Lex', 'Gherkin', 'GLSL', 'PHP', 'Lua', 'Perl', 'Assembly', 'Starlark'];['ros_tutorials', 'cartographer_ros_msgs', 'Universal_Robots_ROS2_Driver'];['modular', 'cartographer', 'cartographer', 'math6d', 'modular', 'navigation', 'image', 'transport', 'plugins', 'config', 'file', 'validator', 'bazel', 'remote', 'helm', 'chart', 'bazel', 'gazelle', 'sdr', 'depressurization', 'rules', 'cc', 'bazel', 'remote', 'vscode', 'proxy', 'pyjanus', 'robotics', 'industrial', 'ci', 'ros', 'tutorials', 'gazebo', 'model', 'attachment', 'plugin', 'rosdistro', 'gazebo', 'set', 'joint', 'positions', 'plugin', 'graph', 'map', 'cartographer', 'ros', 'msgs', 'gazebo', 'no', 'physics', 'plugin', 'gazebo', 'planar', 'move', 'plugin', 'sdr', 'hazards', 'classification', 'Universal', 'Robots', 'ROS2', 'Driver', 'meta', 'xilinx', 'linux', 'linux', 'yocto', 'openembedded', 'core', 'meta', 'openembedded']
BonsaiRobotics;['rosbag2_broll', 'ros_health_components', 'roscon2024_health_sample', 'multi-object-tracker', 'rmw_implementation'];23;['Python', 'Shell', 'Cuda', 'Yacc', 'CMake', 'PowerShell', 'C++', 'C', 'Lex', 'Makefile'];['ros2_fabric', 'ros_health_components'];['gstreamer', 'python', 'g2opy', 'multi', 'object', 'tracker', 'nmea', 'navsat', 'driver', 'elastic', 'ci', 'stack', 'for', 'aws', 'ros2', 'fabric', 'rosbag2', 'broll', 'fixposition', 'driver', 'fixposition', 'gnss', 'tf', 'DPVO', 'rmw', 'implementation', 'generate', 'parameter', 'library', 'ros', 'health', 'components', 'roscon2024', 'health', 'sample']
boschresearch;['BCAI_kaggle_CHAMPS', 'PR-SSM', 'fmi_adapter', 'pcg_gazebo_pkgs', 'ros1_tracetools'];473;['Python', 'Shell', 'Objective-C', 'MATLAB', 'Smarty', 'GLSL', 'HTML', 'Jupyter Notebook', 'CMake', 'EmberScript', 'Batchfile', 'Dockerfile', 'Mako', 'Modelica', 'C++', 'Groovy', 'C', 'Makefile'];['ros_comm', 'ros2_rclcpp', 'ros2_diagnostics', 'ros2_response_time_analysis', 'gazebo_ros_pkgs'];['statestream', 'ros1', 'tracetools', 'ros', 'comm', 'actionlib', 'ros1', 'tracetools', 'release', 'ros1', 'lifecycle', 'PR', 'SSM', 'ros2', 'rclcpp', 'fmi', 'adapter', 'fmi_adapter', 'release', 'fmi', 'standard', 'STAAMS', 'Solver', 'PAC', 'GP', 'geometry2', 'uuv', 'simulator', 'eca', 'a9', 'uuv', 'plume', 'simulator', 'aiida', 'core', 'ros2', 'diagnostics', 'fmilibrary', 'vendor', 'XDK', 'on', 'Ethereum', 'ros2', 'response', 'time', 'analysis', 'GOODE', 'Meta', 'BO', 'DD', 'OPG', 'pcg', 'gazebo', 'pkgs', 'gazebo', 'ros', 'pkgs', 'bond', 'core', 'thin', 'drivers', 'BCAI', 'kaggle', 'CHAMPS']
boston-dynamics;['spot-sdk', 'bosdyn-hospital-bot', 'spot-cpp-sdk', 'spot-rl-example'];2672;['Python', 'Shell', 'Common Lisp', 'GLSL', 'CMake', 'Dockerfile', 'Gnuplot', 'C++', 'C'];[];['spot', 'sdk', 'bosdyn', 'hospital', 'bot', 'spot', 'cpp', 'sdk', 'spot', 'rl', 'example']
botsandus;['ament_lint_pre_commit', 'github-actions', 'ament_black', 'robots.ros.org', 'snips-nlu-rs'];4;['MATLAB', 'Cuda', 'Rust', 'EmberScript', 'CMake', 'Dockerfile', 'C++', 'C', 'Kotlin', 'Ruby', 'HTML', 'JavaScript', 'Pascal', 'Makefile', 'Python', 'Shell', 'Java', 'M4', 'Objective-C++', 'XS', 'Batchfile', 'Objective-C', 'QML', 'Swift', 'GLSL', 'NSIS', 'PHP', 'Jupyter Notebook', 'Perl', 'Assembly', 'CSS'];['depthai-ros', 'apriltag_ros', 'serial-ros2', 'ouster-ros'];['robots.ros.org', 'snips', 'nlu', 'rs', 'zbar', 'create', 'ap', 'navigation', 'urg', 'library', 'github', 'actions', 'auto', 'ros2_canopen', 'auto', 'ros2_canopen_diff_drive', 'auto', 'rslidar', 'sdk', 'auto', 'rslidar', 'msg', 'navigation2', 'pcl', 'vectornav', 'depthai', 'ros', 'apriltag', 'ros', 'apriltag', 'msgs', 'depthai', 'core', 'urg', 'node2', 'serial', 'ros2', 'urg', 'node', 'urg', 'c', 'ouster', 'ros', 'ouster', 'example', 'RGL', 'Gazebo', 'Plugin', 'Robotec', 'GPU', 'Lidar', 'auto', 'exercise', 'image', 'ament', 'lint', 'pre', 'commit', 'pre', 'commit', 'hooks', 'ament', 'black']
botsync;['volta', 'copernicus', 'volta_simulation', 'wit_imu_driver', 'obstacle_detector'];18;['Python', 'Shell', 'Objective-C', 'Smarty', 'TypeScript', 'CSS', 'HTML', 'JavaScript', 'CMake', 'Stylus', 'Dockerfile', 'EmberScript', 'Procfile', 'C++', 'MDX', 'C'];['ros_controllers', 'rplidar_ros'];['copernicus', 'volta', 'volta', 'simulation', 'volta', 'hardware', 'ros', 'controllers', 'wit', 'imu', 'driver', 'sick', 'safetyscanners', 'rplidar', 'ros', 'robots.ros.org', 'obstacle', 'detector', 'copernicus', 'simulation', 'music', 'player', 'server', 'ethzasl', 'xsens', 'driver', 'jackson']
