organization;top 3 repo;stars_count;languages;ros_repos;name_parts
Auterion;['Flight_Control_Prototyping_Scripts', 'ecl_ekf_analysis', 'system_monitor_ros', 'mavlink-testing-suite', 'mavlink'];100;['JavaScript', 'PowerShell', 'Makefile', 'C++', 'CMake', 'HTML', 'Ruby', 'Rust', 'CSS', 'Java', 'Objective-C++', 'QMake', 'Pascal', 'Shell', 'MATLAB', 'M4', 'Python', 'Objective-C', 'Roff', 'GDB', 'Assembly', 'Dockerfile', 'Go', 'NSIS', 'TypeScript', 'C', 'QML', 'Batchfile'];['system_monitor_ros', 'struct_core_ros'];['Bootloader', 'snap', 'gstreamer', 'mavlink', 'router', 'rules', 'protobuf', 'mavlink', 'c', 'library', 'v2', 'Flight', 'Control', 'Prototyping', 'Scripts', 'rfcs', 'mv', 'bluefox2', 'camera', 'vio', 'utils', 'VINS', 'Mono', 'px4', 'ulog', 'rs', 'system', 'monitor', 'ros', 'mavlink', 'testing', 'suite', 'ecl', 'ekf', 'analysis', 'Plot', 'Juggler', 'thrust', 'bench', 'data', 'struct', 'core', 'ros', 'containers', 'rviz', 'textured', 'quads', 'rosbag', 'player', 'struct', 'core', 'identification', 'qgroundcontrol', 'v4l2rtspserver', 'android', 'openssl', 'breakpad', 'libuavcan', 'aws', 's3', 'proxy', 'undocker', 'checkout']
autocore-ai;['MapToolbox', 'AutowareAuto', 'autocore_pcu_doc', 'SDV', 'AutowareArchitectureProposal.proj'];378;['Shell', 'JavaScript', 'Cuda', 'Python', 'CSS', 'Objective-C', 'C++', 'Jupyter Notebook', 'C', 'CMake', 'C#', 'Assembly', 'HTML', 'Rust', 'Dockerfile', 'Batchfile'];[];['Map', 'Toolbox', 'autocore', 'pcu', 'doc', 'pcu', 'mcu', 'hal', 'sim', 'vehicle', 'model', 'sim', 'vehicle', 'control', 'sim', 'sensor', 'sim', 'scene', 'sim', 'autoware', 'io', 'Autoware', 'Architecture', 'Proposal.proj', 'ats', 'img', 'env', 'ats', 'img', 'exe', 'ATS', 'ats', 'report', 'ats', 'script', 'SDV', 'ats', 'img', 'ros1', 'ats', 'img', 'data', 'sdv', 'platform', 'doc', 'Cloud', 'Viewer', 'RSU', 'ats', 'img', 'src', 'Autoware', 'Architecture', 'Proposal.iv', 'autoware', 'launcher.ac.universe', 'sensor', 'description.ac.universe', 'zenoh', 'zenoh', 'plugin', 'dds', 'cyclors', 'Autoware', 'Auto', 'autocore', 'rosdep', 'yaml', 'scenario', 'simulator', 'v2']
astuff;['kvaser_interface', 'astuff_sensor_msgs', 'pacmod2', 'pacmod3', 'automotive_autonomy_msgs'];293;['Shell', 'JavaScript', 'MATLAB', 'Cuda', 'M4', 'Makefile', 'Python', 'C++', 'QMake', 'Pascal', 'C', 'CMake', 'HTML', 'Dockerfile', 'CSS', 'Java'];[];['network', 'interface', 'kvaser', 'interface', 'pacmod', 'game', 'control', 'automotive', 'autonomy', 'msgs', 'astuff', 'sensor', 'msgs', 'ssc', 'joystick', 'kvaser', 'deb', 'pacmod2', 'pacmod3', 'astuff_sensor_msgs', 'release', 'network_interface', 'release', 'pacmod', 'release', 'pacmod_game_control', 'release', 'ibeo', 'core', 'ibeo', 'lux', 'ibeo', 'scala', 'ibeo_core', 'release', 'ibeo_lux', 'release', 'automotive_autonomy_msgs', 'release', 'pacmod3', 'release', 'docker', 'builds', 'flir', 'boson', 'usb', 'flir_boson_usb', 'release', 'pacmod1', '2', 'dbc', 'pacmod', 'dbc', 'novatel', 'gps', 'driver', 'ml', 'classifiers', 'ml_classifiers', 'release', 'autoware', 'kvaser', 'linuxcan']
autowarefoundation;['autoware', 'autoware.universe', 'autoware_ai_perception', 'autoware_core_universe_prototype', 'autoware_ai_planning'];12361;['Shell', 'Cuda', 'Python', 'Makefile', 'HCL', 'C++', 'QMake', 'C', 'CMake', 'C#', 'Jinja', 'ShaderLab', 'PureBasic', 'Jupyter Notebook', 'Dockerfile', 'CSS'];['ansys-vrxperience-ros2', 'ansys-vrxperience-ros2-release', 'ros2_socketcan'];['autoware', 'autocore', 'sim', 'autoware', 'ai', 'documentation', 'autoware', 'ai', 'messages', 'autoware', 'ai', 'common', 'autoware', 'ai', 'drivers', 'autoware', 'ai', 'perception', 'autoware', 'ai', 'visualization', 'autoware', 'ai', 'utilities', 'autoware', 'ai', 'simulation', 'autoware', 'ai', 'planning', 'autoware', 'ai', 'docker', 'qpoases', 'vendor', 'awf', 'velodyne', 'modelzoo', 'qpoases_vendor', 'release', 'autoware_ai_messages', 'release', 'ansys', 'vrxperience', 'ros2', 'tvm', 'vendor', 'tvm_vendor', 'release', 'ansys', 'vrxperience', 'ros2', 'release', 'acado', 'vendor', 'ros2', 'socketcan', 'ros2_socketcan', 'release', 'autoware.universe', 'autoware.core', 'autoware', 'core', 'universe', 'prototype', 'autoware', 'documentation', 'autoware', 'github', 'actions', 'autoware', 'launch']
avular-robotics;['avular_origin_simulation', 'avular_origin_description', 'example_origin_ros', 'fork-action-automatic-releases', 'fork-fetch-gh-release-asset'];17;['Shell', 'Python', 'Makefile', 'C++', 'TypeScript', 'C', 'CMake', 'Dockerfile'];['sllidar_ros2', 'example_origin_ros', 'example_vertex_ros'];['fork', 'action', 'automatic', 'releases', 'fork', 'fetch', 'gh', 'release', 'asset', 'sllidar', 'ros2', 'septentrio', 'gnss', 'driver', 'cerebra', 'rviz', 'plugins', 'example', 'origin', 'ros', 'avular', 'origin', 'simulation', 'avular', 'origin', 'description', 'user', 'container', 'example', 'vertex', 'ros', 'gremsy', 'payload', 'sdk']
akrobotics;['usb_cam', 'teleop_tools', 'phidgets_drivers', 'rosbag_metadata', 'LMS1xx'];0;['JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'Java', 'Groovy', 'EmberScript', 'GLSL', 'Shell', 'MATLAB', 'Python', 'Objective-C', 'PHP', 'Protocol Buffer', 'Go', 'TypeScript', 'C', 'C#', 'Batchfile'];['cartographer_ros'];['usb', 'cam', 'teleop', 'tools', 'phidgets', 'drivers', 'rosbag', 'metadata', 'LM', 'S1xx', 'cartographer', 'ros', 'cartographer', 'common', 'msgs', 'navigation', 'sick', 'tim', 'image', 'pipeline', 'rocon', 'devices', 'flatbuffers', 'catkin', 'grpc', 'examples', 'rosjava', 'mvn', 'repo', 'rosjava', 'bootstrap', 'rosjava', 'build', 'tools', 'genjava', 'depth', 'nav', 'tools', 'yujin', 'ocs', 'yocs', 'msgs']
BarrettTechnology;['libbarrett', 'libbarrett_ros', 'burt-csharp-examples', 'barrett-burt-haptics-demo'];36;['Shell', 'Python', 'C++', 'C', 'CMake', 'C#'];['libbarrett_ros'];['libbarrett', 'ros', 'libbarrett', 'barrett', 'burt', 'haptics', 'demo', 'burt', 'csharp', 'examples']
BastianSolutionsRandD;['pcl', 'motoman_experimental', 'ps4-ros', 'serial', 'CANopenNode'];0;['PowerShell', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Objective-C++', 'GLSL', 'LiveScript', 'Shell', 'Cuda', 'MATLAB', 'Python', 'Objective-C', 'Dockerfile', 'Swift', 'Starlark', 'C', 'C#', 'Batchfile', 'Inno Setup'];['ps4-ros', 'ros_driver', 'zivid-ros', 'ros_controllers', 'ros_control_boilerplate'];['pcl', 'motoman', 'experimental', 'ps4', 'ros', 'serial', 'CA', 'Nopen', 'Node', 'sick', 'scan', 'kacanopen', 'easy', 'handeye', 'canopen', 'stack', 'nanopb', 'fanuc', 'experimental', 'moveit', 'ci', 'solidworks', 'urdf', 'exporter', 'ros', 'driver', 'motoman', 'zivid', 'ros', 'ueye', 'cam', 'abb', 'experimental', 'abb', 'ros', 'controllers', 'mutable', 'robot', 'state', 'publisher', 'persistent', 'topics', 'fanuc', 'industrial', 'core', 'cartographer', 'fake', 'joint', 'ros', 'control', 'boilerplate', 'moveit', 'sim', 'controller', 'easy', 'manipulation', 'deployment', 'easy', 'perception', 'deployment']
BeagleSystems;['GstreamerPipelineFactory', 'ardupilot', 'InertialNav', 'MissionPlanner', 'flight_review'];2;['PowerShell', 'JavaScript', 'Makefile', 'Qt Script', 'C++', 'Lua', 'CMake', 'HTML', 'Ruby', 'CSS', 'SCSS', 'Java', 'QMake', 'Jupyter Notebook', 'Perl', 'EmberScript', 'Svelte', 'XSLT', 'PureBasic', 'Batchfile', 'Smalltalk', 'Shell', 'MATLAB', 'Nearley', 'OpenEdge ABL', 'Python', 'Ada', 'Roff', 'Ragel', 'Assembly', 'PHP', 'Dockerfile', 'Go', 'Swift', 'TypeScript', 'C', 'C#', 'Emacs Lisp'];['installROS', 'installROSFoxyOnUbuntu1804', 'micro_ros_setup', 'micro-ROS-Agent', 'px4_ros_com', 'ros_comm'];['ardupilot', 'Inertial', 'Nav', 'Mission', 'Planner', 'flight', 'review', 'install', 'ROS', 'install', 'ROS', 'Foxy', 'On', 'Ubuntu1804', 'Gstreamer', 'Pipeline', 'Factory', 'micro', 'ros', 'setup', 'telegraf', 'micro', 'ROS', 'Agent', 'install', 'Swapfile', 'build', 'Open', 'CV', 'px4', 'ros', 'com', 'px4', 'msgs', 'nlink', 'parser', 'ros1', 'bridge', 'mavros', 'backup', 'topic', 'tools', 'webviz', 'Plot', 'Juggler', 'MAVSDK', 'Proto', 'ros', 'comm', 'camera', 'information', 'mermaid', 'live', 'editor', 'mavlink', 'gbp', 'release', 'kerberos', 'docker', 'grpc', 'tools', 'Publish', 'Docker', 'Github', 'Action', 'cppfront', 'checkout']
bearrobotics;['bear-career-framework', 'simple-keyboard', 'docker-registry.helm'];0;['JavaScript', 'Mustache', 'Python', 'TypeScript', 'CSS'];[];['bear', 'career', 'framework', 'simple', 'keyboard', 'docker', 'registry.helm']
BeeX-AS;['uuv_simulator_beex'];0;['Shell', 'Python', 'C++', 'CMake', 'GLSL'];[];['uuv', 'simulator', 'beex']
beta-robots;['robotiq', 'pipol_tracker', 'gocator_3100', 'ur_modern_driver', 'ensenso_nx'];71;['Shell', 'Batchfile', 'JavaScript', 'Scilab', 'Python', 'Arduino', 'C++', 'QMake', 'C', 'CMake', 'HTML', 'CSS'];['btr-ros-pkg', 'ros_img_processor', 'arduino-ros-examples'];['btr', 'libs', 'btr', 'ino', 'btr', 'ros', 'pkg', 'pipol', 'tracker', 'faramotics', 'alkimia', 'door', 'btr', 'point', 'tracker', 'webcam', 'capture', 'gocator', '3100', 'universal', 'robot', 'ros', 'img', 'processor', 'ur', 'modern', 'driver', 'decision', 'making', 'website', 'alkimia', 'arduino', 'alkimia', 'plugins', 'arduino', 'cmake', 'accelerometer', 'adxl335', 'ensenso', 'nx', 'motor', 'controller', 'robotiq', 'website2', 'webcam', 'point', 'features', 'webcam', 'circles', 'futaba', 'S3003', 'arduino', 'ros', 'examples', 'moveit', 'advanced', 'calibration', 'tactilesensors4', 'CoRoSensorUI', '1']
BirdseyeRobotics;['PUBLIC-ros2-adapter-PUBLIC', 'birdseyerobotics_ament_copyright', 'usb_cam'];0;['Shell', 'Python', 'C++', 'CMake', 'Dockerfile'];['PUBLIC-ros2-adapter-PUBLIC'];['PUBLIC', 'ros2', 'adapter', 'PUBLIC', 'birdseyerobotics', 'ament', 'copyright', 'usb', 'cam']
blackcoffeerobotics;['bcr_bot', 'vector_pursuit_controller', 'emojicloud_plugin', 'gazebo-ros-actor-plugin', 'slim_bridge'];424;['Shell', 'Python', 'C++', 'CMake', 'GLSL', 'Dockerfile'];['EZGripper_ros2', 'gazebo-ros-actor-plugin'];['bcr', 'teleop', 'heightmap', 'generation', 'libezgripper', 'EZ', 'Gripper', 'EZGripper', 'ros2', 'emojicloud', 'plugin', 'slim', 'bridge', 'gazebo', 'ros', 'actor', 'plugin', 'bcr', 'bot', 'ur5e', 'robotiq', '85', 'mtc', 'bcr_bot', 'release', 'bcr_bot_ros2', 'release', 'vector', 'pursuit', 'controller']
blackberry;['Alice', 'WebWorks', 'Ripple-UI', 'Boost', 'NDK-Samples'];2450;['JavaScript', 'ActionScript', 'Makefile', 'C++', 'R', 'Scheme', 'Lua', 'HTML', 'Fortran', 'Turing', 'Ruby', 'Rust', 'CSS', 'Java', 'Graphviz (DOT)', 'D', 'Prolog', 'QMake', 'Pascal', 'Perl', 'IDL', 'XSLT', 'Shell', 'Ada', 'Python', 'Objective-C', 'Assembly', 'PHP', 'Erlang', 'Logos', 'AppleScript', 'DIGITAL Command Language', 'Tcl', 'C', 'C#', 'Vim Script', 'Emacs Lisp'];[];['Web', 'Works', 'WebWorks', 'TabletOS', 'WebWorks', 'API', 'Docs', 'Ripple', 'Framework', 'Ripple', 'UI', 'WebWorks', 'Samples', 'WebWorks', 'Community', 'APIs', 'WebKit', 'Smartphone', 'blackberry.github.com', 'Alice', 'Open', 'AL', 'NDK', 'Samples', 'Box2', 'D', 'Bullet', 'Cocos2D', 'X', 'Lua', 'PCRE', 'SDL', 'Touch', 'Control', 'Overlay', 'Wesnoth', 'Open', 'TTD', 'Dos', 'Box', 'Spider', 'Monkey', 'WebGL', 'Samples', 'ALUT', 'Erlang', 'OTP', 'Couch', 'DB', 'Qt', 'Boost', 'BB10', 'WebWorks', 'Framework']
Blickfeld;['blickfeld-scanner-lib', 'blickfeld-qb2', 'blickfeld_qb2_ros2_driver'];29;['Shell', 'Python', 'C++', 'C', 'CMake', 'Batchfile'];['blickfeld_qb2_ros2_driver'];['blickfeld', 'scanner', 'lib', 'blickfeld', 'qb2', 'blickfeld', 'qb2', 'ros2', 'driver']
blue-ocean-robotics;[];0;[];[];[]
BlueRiverTech;['quanser-openai-driver', 'hil_sdk_linux_x86_64'];17;['Python', 'Cython'];[];['quanser', 'openai', 'driver', 'hil', 'sdk', 'linux', 'x86', '64']
bluerobotics;['BlueESC', 'ardusub', 'BlueRobotics_MS5837_Library', 'companion', 'bluerov-ros-pkg'];662;['JavaScript', 'PowerShell', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Emacs Lisp', 'Ruby', 'CSS', 'SCSS', 'Java', 'Processing', 'Objective-C++', 'QMake', 'Pascal', 'Perl', 'Shell', 'MATLAB', 'OpenEdge ABL', 'Python', 'Objective-C', 'Roff', 'GDB', 'Assembly', 'Dockerfile', 'NSIS', 'Eagle', 'C', 'C#', 'Liquid', 'QML', 'Batchfile'];['bluerov-ros-pkg'];['tgy', 'Solar', 'Surfer', 'Core', 'Solar', 'Surfer', 'API', 'Solar', 'Surfer', 'Commander', 'Solar', 'Surfer', 'Message', 'Solar', 'Surfer', 'Solar', 'Surfer', 'Infographic', 'Blue', 'ESC', 'aquateer', 'bluerobotics.github.io', 'br', 'esc', 'examples', 'Arduino', 'USB', 'Linker', 'bluerov', 'ros', 'pkg', 'Arduino', 'I2C', 'ESC', 'fathom', 's', 'BlueRobotics', 'MS5837', 'Library', 'Bar30', 'Pressure', 'Sensor', 'Celsius', 'Temperature', 'Sensor', 'lumen', 'ardusub', 'qgroundcontrol', 'ardupilot', 'bluerov', 'apm', 'BlueRobotics', 'TSYS01', 'Library', 'SOS', 'Leak', 'Sensor', 'retired', 'ardusub', 'docs', 'companion', 'ping', 'arduino', 'ping', 'python', 'I2C', 'Level', 'Converter', 'ms5837', 'python']
BlueWhaleRobot;['xqserial_server', 'cartographer_ros', 'xiaoqiang_udrf', 'dso_ros', 'nav_test'];155;['JavaScript', 'Shell', 'Groovy', 'MATLAB', 'M4', 'Python', 'Makefile', 'Haskell', 'C++', 'Objective-C', 'Lua', 'CMake', 'HTML', 'C#', 'C', 'EmberScript', 'GLSL', 'CSS'];['dso_ros', 'cartographer_ros', 'rplidar_ros', 'o3d3xx-ros'];['xqserial', 'server', 'system', 'monitor', 'nav', 'test', 'orb', 'init', 'Videos', 'And', 'Photos', 'xiaoqiang', 'udrf', 'startup', 'Path', 'Drawer', 'Sharp', 'Link', 'freenect', 'stack', 'dso', 'ros', 'cartographer', 'ros', 'cartographer', 'ceres', 'solver', 'rplidar', 'ros', 'usb', 'cam', 'turtlebot', 'openslam', 'gmapping', 'slam', 'gmapping', 'laser', 'filters', 'joystick', 'drivers', 'stm32loader', 'turtlebot', 'apps', 'bw', 'motors', 'pose', 'demo', 'navigation', 'o3d3xx', 'ros', 'pose', 'updater', 'c', 'toxcore', 'hector', 'compressed', 'map', 'transport']
bmwgroup;[];0;[];[];[]
Boeing;['config-file-validator', 'cartographer', 'modular_cartographer', 'modular_navigation', 'math6d'];434;['Raku', 'JavaScript', 'Yacc', 'Makefile', 'Meson', 'Lex', 'C++', 'Lua', 'CMake', 'HTML', 'Fortran', 'Rust', 'NASL', 'Awk', 'XS', 'Perl', 'SmPL', 'GLSL', 'Batchfile', 'sed', 'Shell', 'MATLAB', 'M4', 'Python', 'Roff', 'Assembly', 'PHP', 'Dockerfile', 'Go', 'Smarty', 'Gherkin', 'BitBake', 'Starlark', 'C', 'Clojure', 'UnrealScript', 'Emacs Lisp'];['ros_tutorials', 'cartographer_ros_msgs', 'Universal_Robots_ROS2_Driver'];['modular', 'cartographer', 'cartographer', 'math6d', 'modular', 'navigation', 'image', 'transport', 'plugins', 'config', 'file', 'validator', 'bazel', 'remote', 'helm', 'chart', 'bazel', 'gazelle', 'sdr', 'depressurization', 'rules', 'cc', 'bazel', 'remote', 'vscode', 'proxy', 'pyjanus', 'robotics', 'industrial', 'ci', 'ros', 'tutorials', 'gazebo', 'model', 'attachment', 'plugin', 'rosdistro', 'gazebo', 'set', 'joint', 'positions', 'plugin', 'graph', 'map', 'cartographer', 'ros', 'msgs', 'gazebo', 'no', 'physics', 'plugin', 'gazebo', 'planar', 'move', 'plugin', 'sdr', 'hazards', 'classification', 'Universal', 'Robots', 'ROS2', 'Driver', 'meta', 'xilinx', 'linux', 'linux', 'yocto', 'openembedded', 'core', 'meta', 'openembedded']
BonsaiRobotics;['ros_health_components', 'rosbag2_broll', 'roscon2024_health_sample', 'multi-object-tracker', 'rmw_implementation'];38;['Shell', 'PowerShell', 'Yacc', 'Cuda', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'Lex'];['ros2_fabric', 'ros_health_components'];['gstreamer', 'python', 'g2opy', 'multi', 'object', 'tracker', 'nmea', 'navsat', 'driver', 'elastic', 'ci', 'stack', 'for', 'aws', 'ros2', 'fabric', 'rosbag2', 'broll', 'fixposition', 'driver', 'fixposition', 'gnss', 'tf', 'DPVO', 'rmw', 'implementation', 'generate', 'parameter', 'library', 'ros', 'health', 'components', 'roscon2024', 'health', 'sample']
boston-dynamics;['spot-sdk', 'bosdyn-hospital-bot', 'spot-cpp-sdk', 'spot-rl-example'];2739;['Shell', 'Gnuplot', 'Python', 'C++', 'C', 'CMake', 'GLSL', 'Dockerfile', 'Common Lisp'];[];['spot', 'sdk', 'bosdyn', 'hospital', 'bot', 'spot', 'cpp', 'sdk', 'spot', 'rl', 'example']
botsandus;['ament_lint_pre_commit', 'github-actions', 'ament_black', 'robots.ros.org', 'snips-nlu-rs'];6;['JavaScript', 'Kotlin', 'Makefile', 'C++', 'CMake', 'HTML', 'Rust', 'Ruby', 'XS', 'CSS', 'Java', 'Objective-C++', 'Pascal', 'Perl', 'EmberScript', 'Jupyter Notebook', 'GLSL', 'Shell', 'Cuda', 'MATLAB', 'M4', 'Python', 'Objective-C', 'Assembly', 'PHP', 'Dockerfile', 'NSIS', 'Swift', 'C', 'QML', 'Batchfile'];['depthai-ros', 'apriltag_ros', 'serial-ros2', 'ouster-ros'];['robots.ros.org', 'snips', 'nlu', 'rs', 'zbar', 'create', 'ap', 'navigation', 'urg', 'library', 'github', 'actions', 'auto', 'ros2_canopen', 'auto', 'ros2_canopen_diff_drive', 'auto', 'rslidar', 'sdk', 'auto', 'rslidar', 'msg', 'navigation2', 'pcl', 'vectornav', 'depthai', 'ros', 'apriltag', 'ros', 'apriltag', 'msgs', 'depthai', 'core', 'urg', 'node2', 'serial', 'ros2', 'urg', 'node', 'urg', 'c', 'ouster', 'ros', 'ouster', 'example', 'RGL', 'Gazebo', 'Plugin', 'Robotec', 'GPU', 'Lidar', 'auto', 'exercise', 'image', 'ament', 'lint', 'pre', 'commit', 'pre', 'commit', 'hooks', 'ament', 'black']
botsync;['volta', 'copernicus', 'volta_simulation', 'wit_imu_driver', 'obstacle_detector'];19;['Stylus', 'Shell', 'JavaScript', 'Smarty', 'Procfile', 'Python', 'MDX', 'C++', 'Objective-C', 'TypeScript', 'C', 'CMake', 'HTML', 'EmberScript', 'Dockerfile', 'CSS'];['ros_controllers', 'rplidar_ros'];['copernicus', 'volta', 'volta', 'simulation', 'volta', 'hardware', 'ros', 'controllers', 'wit', 'imu', 'driver', 'sick', 'safetyscanners', 'rplidar', 'ros', 'robots.ros.org', 'obstacle', 'detector', 'copernicus', 'simulation', 'music', 'player', 'server', 'ethzasl', 'xsens', 'driver', 'jackson']
BoweryFarming;['Vue.Draggable', 'JSON-Patch', 'histoslider', 'opencv_contrib', 'gpu-burn'];0;['JavaScript', 'Makefile', 'SWIG', 'C++', 'CMake', 'HTML', 'NASL', 'CSS', 'Java', 'Objective-C++', 'Vue', 'TeX', 'Jupyter Notebook', 'GLSL', 'Shell', 'Julia', 'Cuda', 'MATLAB', 'Python', 'GDB', 'Assembly', 'Dockerfile', 'Elixir', 'TypeScript', 'C'];[];['Vue.', 'Draggable', 'JSON', 'Patch', 'histoslider', 'opencv', 'contrib', 'gpu', 'burn', 'moveit', 'rviz', 'exzeitable']
boxbotinc;['external-nmea_navsat_driver', 'external-react-native-callout', 'external-react-native-smart-barcode', 'external-LLSimpleCamera', 'external-CSStickyHeaderFlowLayout'];0;['JavaScript', 'Shell', 'Python', 'Objective-C', 'C++', 'Starlark', 'C', 'CMake', 'TeX', 'Ruby', 'Dockerfile', 'Batchfile', 'Swift', 'Java'];[];['external', 'nmea_navsat_driver', 'external', 'react', 'native', 'callout', 'external', 'react', 'native', 'smart', 'barcode', 'external', 'LLSimpleCamera', 'external', 'CSStickyHeaderFlowLayout', 'external', 'JTSReachability', 'external', 'JSBadgeView', 'external', 'confetti', 'external', 'react', 'native', 'prompt', 'android', 'external', 'CWStatusBarNotification', 'external', 'odva_ethernetip', 'external', 'OpENer']
BrainGardenAI;['keras-yolo', 'TrackViz', 'OptiFlow', 'DataAdmin', 'DataSqueezer'];77;['JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'CSS', 'Scala', 'SCSS', 'Java', 'TeX', 'Shell', 'MATLAB', 'Cuda', 'Python', 'Roff', 'Dockerfile', 'Elixir', 'C', 'C#', 'ShaderLab', 'Batchfile'];['rplidar_ros', 'rtabmap_ros'];['Data', 'Admin', 'Data', 'Squeezer', 'keras', 'yolo', 'iqopthack', 'Kerastool', 'Track', 'Viz', 'Air', 'Sim', 'DeepVO', 'pytorch', 'Opti', 'Flow', 'Ultra', 'Light', 'Fast', 'Generic', 'Face', 'Detector', '1MB', 'pysot', 'pytorch', 'YOLOv4', 'FD', 'GAN', 'DECA', 'Pupil', 'locator', 'TecoGAN', 'PyTorch', 'CartoonGAN', 'Test', 'Pytorch', 'Torch', 'Facial', 'Cartoonization', 'face', 'parsing.PyTorch', 'Lite', 'HRNet', 'depthimage', 'to', 'laserscan', 'laser', 'geometry', 'rplidar', 'ros', 'fiducials', 'orocos', 'kinematics', 'dynamics', 'rqt', 'py', 'trees', 'frontier', 'exploration', 'rtabmap', 'ros', 'seq', 'GAN', 'READ', 'Guide']
brisa-robotics;['aruco_ros', 'camera_umd', 'cartographer', 'cartographer_ros', 'flexbe_app'];0;['JavaScript', 'Makefile', 'C++', 'R', 'Lua', 'CMake', 'HTML', 'CSS', 'SCSS', 'Groovy', 'Jupyter Notebook', 'EmberScript', 'XSLT', 'GLSL', 'Shell', 'Nearley', 'M4', 'Python', 'PHP', 'Dockerfile', 'BitBake', 'TypeScript', 'C', 'Batchfile'];['aruco_ros', 'cartographer_ros', 'rplidar_ros', 'trajopt_ros', 'ros2_laser_scan_matcher', 'gazebo_ros_pkgs'];['aruco', 'ros', 'camera', 'umd', 'cartographer', 'cartographer', 'ros', 'flexbe', 'app', 'flexbe', 'behavior', 'engine', 'generic', 'flexbe', 'states', 'h4r', 'rapid', 'robot', 'xacros', 'map', 'server', 'move', 'base', 'flex', 'sbpl', 'lattice', 'planner', 'ublox', 'flexbe', 'project', 'behaviors', 'rplidar', 'ros', 'Etherlab', 'EtherCAT', 'Master', 'bloom', 'meta', 'aws', 'aws', 'iot', 'greengrass', 'mqtt', 'bridge', 'rosdistro', 'trajopt', 'ros', 'docker', 'aws', 'robomaker', 'small', 'warehouse', 'world', 'webviz', 'cob', 'driver', 'ros2', 'laser', 'scan', 'matcher', 'sick', 'safetyscanners2', 'make', 'sense', 'rosbag2', 'gazebo', 'ros', 'pkgs']
bosch-bshg-cloud;[];0;[];[];[]
builtrobotics;['rsplan', 'mariana-sahara-deploy', 'mariana-everest-deploy', 'test-everest-deploy'];23;['Python'];[];['mariana', 'sahara', 'deploy', 'mariana', 'everest', 'deploy', 'rsplan', 'test', 'everest', 'deploy']
canonical;['lxd', 'cloud-init', 'snapd', 'snapcraft', 'vanilla-framework'];12943;['JavaScript', 'PowerShell', 'Makefile', 'Meson', 'C++', 'Jinja', 'HTML', 'CMake', 'Rust', 'CSS', 'SCSS', 'Java', 'Crystal', 'HCL', 'QMake', 'Perl', 'Mako', 'Shell', 'M4', 'Python', 'Roff', 'Dockerfile', 'Go', 'NSIS', 'Dart', 'Smarty', 'Tcl', 'TypeScript', 'C', 'C#', 'Emacs Lisp', 'Inno Setup'];[];['nvidia', 'graphics', 'drivers', 'nvidia', 'settings', 'ubuntu', 'drivers', 'common', 'nvidia', 'prime', 'screen', 'resolution', 'extra', 'ubuntu.com', 'canonicalwebteam.versioned', 'static', 'assets.ubuntu.com', 'manager.assets.ubuntu.com', 'cloud', 'init', 'lxd', 'partners.ubuntu.com', 'jujucharms.com', 'asset', 'mapper', 'vanilla', 'framework', 'canonicalwebteam.upload', 'assets', 'beaver', 'charm', 'jimm', 'maas.io', 'pylxd', 'probert', 'subiquity', 'cn.ubuntu.com', 'charms.reactive', 'python', 'libmaas', 'layer', 'basic', 'snapd', 'snapcraft', 'lxd', 'demo', 'server', 'cloud', 'init.io']
Canvas-Construction;['rosbridge_suite', 'geometry2', 'moveit', 'Universal_Robots_Client_Library_removeme', 'yasmin'];0;['JavaScript', 'Makefile', 'HLSL', 'SWIG', 'C++', 'CMake', 'HTML', 'Ruby', 'NASL', 'CSS', 'Java', 'TeX', 'Jupyter Notebook', 'GLSL', 'Shell', 'Cuda', 'M4', 'Python', 'Objective-C', 'GDB', 'Dockerfile', 'Starlark', 'C', 'C#', 'Batchfile'];[];['rosbridge', 'suite', 'geometry2', 'moveit', 'Universal', 'Robots', 'Client', 'Library', 'removeme', 'yasmin', 'libe131', 'rbfx', 'urg', 'node2', 'ouster', 'sdk', 'urg', 'library', 'vision', 'opencv', 'models', 'Universal', 'Robots', 'Client', 'Library', 'HesaiLidar', 'SDK', '2.0']
